sentence,label,alpha,id,word_count
bad vehicle manufacturer name series per cost clutch assembly sad service part get bank corrupt,3,a,2423,15
replace rotor,4,a,2426,2
take guy include inch big well guy adamant inch one,3,a,2427,10
many sell till,1,a,2428,3
construction truck tipper tractor engineer superior take business india challenge high altitude region,3,a,2429,13
screw reserve cap back broke like way fix,4,a,2430,8
bad service concorde would never recommend motor concorde motor others,3,a,2431,10
emergency road side assistance take sweet one hour respond call another hour provide patron help,3,a,2432,15
ford focus compressor issue,4,a,2433,4
stability control safety feature along,3,a,2434,5
bad rust,4,a,2436,2
guidance representative offer year purchase swift sell year use difference,3,a,2437,10
look new commuter car,0,a,2439,4
thank write petrol variant engine come cylinder multi drive eco city mode,3,a,2440,12
motor truck present wide range truck tractor tipper fully built solution reefer municipal garbage compactors,3,a,2441,15
financing work credit score play important role,1,a,2442,7
far available,1,a,2444,2
take concern share via facebook share team rest assure soon connect address,3,a,2445,12
dual tone roof wrap color,3,a,2446,5
sent detail private message look forward hearing team,3,a,2449,8
trigger lamp malfunction,4,a,2450,3
pathetic service center able solve simple issue lack technical know,3,a,2452,10
surat gujarat,3,a,2453,2
vehicle battery kick bucket still drive,2,a,2454,6
car come house pick test drive,1,a,2455,6
poor response service team delhi struggle get resolution problem music system already visit workshop,3,a,2456,14
definitely certainly indian must buy model reason,3,a,2458,7
mustang want shift gear,4,a,2459,4
one revert one call way tackle customer big salute guy betrayed trust,3,a,2460,12
safari overheat metro motor one hose pipe engine oil filter instead find overheat problem give bill major service work rupee car hour overheat,3,a,2461,23
electrical issue car,4,a,2462,3
hello stop sent,3,a,2463,3
truly appreciate interest stay tune website social medium handle get late update,3,a,2464,12
although short brotherhood journey day drive test resolve make way,3,a,2465,10
need extremely safe technologically advanced car,0,a,2466,6
advice first car,0,a,2468,3
whenever opening test drive,1,a,2469,4
customer able register vehicle try registration number also amp work needful,3,a,2470,11
alternatively share contact number via relevant team assist,3,a,2471,8
suggestion really help make necessary improvement product thank share feedback share relevant team consideration get back need assistance glad help,3,a,2473,20
book month deliver yet book national auto wheel promise couple time keep till hand date also,3,a,2474,16
bubble safe drive,4,a,2475,3
call chassis mat,3,a,2477,3
truck broken,2,a,2478,2
trust share final stand concern provide best possible resolution via request get touch ground team assistance require definitely help,3,a,2480,19
wait hope long wait,3,a,2481,4
scrap noise accelerate,4,a,2482,3
thank consider please share contact information via team connect help requirement,3,a,2483,11
anyone help identity noise,4,a,2485,4
change make previous model,0,a,2486,4
update late software still unable make receive call since date delivery even single call clear communication guy keep ask video proof give immediate date visit service station many time,3,a,2487,29
definitely team look kindly share contact detail car chassis number dealership information via help team connect help,3,a,2488,17
look mazda sport good first car commute college student,0,a,2489,9
guarantee car wont defective,1,a,2490,4
want succeed process learn get probably nothing cancellation amount must consume dealer boil cancellation miss sale close circle amp ripple effect fix dealership issue,3,a,2491,24
respond query via kindly check acknowledge,3,a,2493,6
issue cool slow car stop start car start move issue resolve two time give repair service station improvement,3,a,2495,18
get delivery vehicle may within week coolant leakage happen cause damage engine replace whole engine unit yesterday leakage happen please something really depressed scar please help,3,a,2498,26
team want purchase scale model motor please help find,3,a,2501,9
thank word appreciation keep show love towards motor,3,a,2502,8
automatic warranty breakdown akbar road delhi get support helpline number please support call,3,a,2503,13
welcome glad could assistance get back require assistance would happy help,3,a,2504,11
thanks sir,3,a,2506,2
definitely experience want customer please elaborate concern also share contact detail vehicle model amp dealer information via well assist concern,3,a,2507,20
help stubborn engine light code small leak forte,4,a,2508,8
thank share contact number however also require desire vehicle model relevant team connect assist,3,a,2509,14
delhi owner sorry complaint pending last month despite follow ups,3,a,2510,10
rear bumper fell,4,a,2512,3
nicholas receive detail via acknowledge request check,3,a,2513,7
advice purchasing hyundai sonata,0,a,2514,4
hum contact information vehicle chassis number hum hum hui detail team sake,3,a,2515,12
think problem know information give third car usually start honda accord sedan,4,a,2516,12
vishnu definitely experience want please share contact detail car chassis number dealer information via quickly get touch address concern assist,3,a,2517,20
bill third free service automobile charge free service charge disgust,3,a,2518,10
resolve matter thanks,3,a,2519,3
part number miss back bumper,4,a,2520,5
keep reset,4,a,2521,2
best definitely know disappoint customer motor really care happens customer car purchase,3,a,2522,12
gotta assure good buying,1,a,2523,4
rocky would like know concern kindly location amp contact detail forward concern relevant team,3,a,2525,14
india first compact truck shower test zero leakage make delivery efficiently earn well profit business know click india,3,a,2527,18
adventure trip treat le year year white follow trip highly respectful towards vehicle deserves bow,3,a,2528,15
cleaning car use cleaning rag clean make plastic try use water regular rag away anyone know get rid blue make back normal,4,a,2530,22
explore range reliable high performance truck built world class feature performance ready put india global stage,3,a,2532,16
